Term,NumPostings
Python,34.375
R,34.375
SQL,30.46875
Java,23.4375
Tableau,19.53125
Hadoop,18.75
SAS,17.96875
Spark,17.1875
JavaScript,13.28125
Excel,11.71875
Matlab,10.15625
D3,7.8125
MongoDB,7.8125
C++,6.25
Scala,6.25
NoSQL,4.6875
Hive,3.90625
Pig,3.125
Cassandra,3.125
SPSS,3.125
Ruby,2.34375
MapReduce,1.5625
HBase,1.5625
