Term,NumPostings
Java,56.25
SQL,50.0
Hadoop,37.5
Python,31.25
NoSQL,25.0
Hive,25.0
Pig,25.0
HBase,25.0
JavaScript,18.75
Excel,18.75
Perl,18.75
MapReduce,18.75
Spark,18.75
Shark,12.5
Cassandra,12.5
