Term,NumPostings
R,36.6666666667
Hadoop,26.6666666667
Hive,26.6666666667
Python,26.6666666667
SQL,26.6666666667
Ruby,20.0
MapReduce,20.0
Java,16.6666666667
Pig,16.6666666667
D3,13.3333333333
JavaScript,10.0
Matlab,10.0
SAS,10.0
Scala,6.66666666667
Spark,6.66666666667
Tableau,3.33333333333
HBase,3.33333333333
Perl,3.33333333333
NoSQL,3.33333333333
