Term,NumPostings
SQL,55.0
Java,17.5
Tableau,12.5
Hadoop,12.5
Ruby,10.0
JavaScript,10.0
Excel,10.0
Hive,10.0
Python,7.5
R,7.5
Pig,7.5
NoSQL,5.0
MapReduce,5.0
Spark,5.0
HBase,2.5
Shark,2.5
C++,2.5
Cassandra,2.5
