Term,NumPostings
R,56.7567567568
Python,54.0540540541
Java,37.8378378378
Hadoop,37.8378378378
SAS,35.1351351351
SQL,29.7297297297
Matlab,24.3243243243
Ruby,21.6216216216
Spark,21.6216216216
Excel,18.9189189189
Perl,16.2162162162
C++,16.2162162162
JavaScript,16.2162162162
Hive,16.2162162162
Mahout,13.5135135135
Pig,13.5135135135
Cassandra,13.5135135135
HBase,10.8108108108
MongoDB,10.8108108108
MapReduce,10.8108108108
NoSQL,5.40540540541
Tableau,5.40540540541
SPSS,2.7027027027
Scala,2.7027027027
