Term,NumPostings
SQL,45.3125
Excel,39.0625
SAS,17.1875
Tableau,13.28125
R,13.28125
Hadoop,10.15625
Python,9.375
Java,7.8125
JavaScript,7.8125
Hive,7.8125
Pig,7.03125
SPSS,5.46875
Spark,3.125
MongoDB,2.34375
Cassandra,2.34375
Ruby,1.5625
Matlab,1.5625
C++,0.78125
NoSQL,0.78125
Oozie,0.78125
MapReduce,0.78125
D3.js,0.78125
