Term,NumPostings
Java,55.0
Hadoop,45.0
HBase,40.0
SQL,35.0
Hive,30.0
Pig,25.0
Python,20.0
Cassandra,20.0
Flume,15.0
Spark,15.0
NoSQL,15.0
Scala,15.0
Oozie,10.0
ZooKeeper,10.0
Perl,10.0
Excel,10.0
Shark,10.0
MapReduce,10.0
JavaScript,10.0
C++,5.0
MongoDB,5.0
Ruby,5.0
