Term,NumPostings
SQL,75.0
Hadoop,37.5
Pig,25.0
Flume,12.5
Java,12.5
NoSQL,12.5
MongoDB,12.5
JavaScript,12.5
Hive,12.5
Perl,12.5
MapReduce,12.5
Spark,12.5
HBase,12.5
