Term,NumPostings
Hive,83.3333333333
R,83.3333333333
Python,83.3333333333
Hadoop,83.3333333333
SQL,83.3333333333
Java,66.6666666667
NoSQL,66.6666666667
SAS,66.6666666667
Cassandra,50.0
SPSS,50.0
Tableau,50.0
Excel,50.0
MapReduce,33.3333333333
Matlab,16.6666666667
Pig,16.6666666667
C++,16.6666666667
Scala,16.6666666667
Perl,16.6666666667
Spark,16.6666666667
Shark,16.6666666667
