Term,NumPostings
SQL,34.9206349206
Excel,25.3968253968
Java,12.6984126984
Perl,11.1111111111
SAS,7.93650793651
Hadoop,7.93650793651
Tableau,6.34920634921
Python,6.34920634921
Pig,6.34920634921
R,4.7619047619
HBase,3.1746031746
ZooKeeper,3.1746031746
Hive,3.1746031746
JavaScript,3.1746031746
Ruby,3.1746031746
Matlab,1.5873015873
SPSS,1.5873015873
Scala,1.5873015873
NoSQL,1.5873015873
