Term,NumPostings
SQL,33.3333333333
Java,16.6666666667
NoSQL,16.6666666667
Python,16.6666666667
MongoDB,16.6666666667
Excel,16.6666666667
Hadoop,16.6666666667
Hive,16.6666666667
Perl,16.6666666667
MapReduce,16.6666666667
Oozie,16.6666666667
Spark,16.6666666667
Pig,16.6666666667
HBase,16.6666666667
Cassandra,16.6666666667
