Term,NumPostings
Hadoop,46.6666666667
SQL,33.3333333333
SAS,33.3333333333
Pig,26.6666666667
Hive,26.6666666667
Tableau,20.0
NoSQL,13.3333333333
MapReduce,13.3333333333
Shark,6.66666666667
Java,6.66666666667
Excel,6.66666666667
C++,6.66666666667
R,6.66666666667
Matlab,6.66666666667
Spark,6.66666666667
