Term,NumPostings
SQL,34.0425531915
Excel,29.7872340426
Tableau,12.7659574468
Python,12.7659574468
R,10.6382978723
Java,10.6382978723
Hadoop,6.3829787234
JavaScript,6.3829787234
Perl,6.3829787234
Pig,4.25531914894
Matlab,4.25531914894
Ruby,4.25531914894
Hive,4.25531914894
C++,2.12765957447
NoSQL,2.12765957447
Scala,2.12765957447
SAS,2.12765957447
SPSS,2.12765957447
